PWPW: nowe e-dowody bêd¹ mog³y mieæ dodatkowe funkcjonalnoœci - Bankier.pl;2017-12-06 20:43;https://www.bankier.pl/wiadomosc/PWPW-nowe-e-dowody-beda-mogly-miec-dodatkowe-funkcjonalnosci-4044174.html;Nowe e-dowody bêd¹ mia³y w pamiêci umieszczonego w nich chipa wolne miejsce, co umo¿liwi nadawanie im dodatkowych funkcjonalnoœci - poinformowa³ w œrodê cz³onek zarz¹du Polskiej Wytwórni Papierów Wartoœciowych SA Robert Malicki.
PWPW: nowe e-dowody bêd¹ mog³y mieæ dodatkowe funkcjonalnoœci - Bankier.pl;2017-12-06 20:43;https://www.bankier.pl/wiadomosc/PWPW-nowe-e-dowody-beda-mogly-miec-dodatkowe-funkcjonalnosci-4044174.html;Zgodnie z rz¹dow¹ koncepcj¹ przyjêt¹ w sierpniu br. nowe dowody osobiste z warstw¹ elektroniczn¹ maj¹ byæ wydawane od I kw. 2019 r. Ich wymiana potrwa przez 10 lat, jednak na wniosek bêdzie mo¿na je dostaæ wczeœniej, tzn. przed up³ywem wa¿noœci dotychczasowych dowodów. Pod tym k¹tem w 2018 r. zmieniona ma zostaæ Ustawa o dowodach osobistych.
PWPW: nowe e-dowody bêd¹ mog³y mieæ dodatkowe funkcjonalnoœci - Bankier.pl;2017-12-06 20:43;https://www.bankier.pl/wiadomosc/PWPW-nowe-e-dowody-beda-mogly-miec-dodatkowe-funkcjonalnosci-4044174.html;O pracach nad przygotowaniami do wdro¿enia nowych dowodów przedstawiciel Polskiej Wytwórni Papierów Wartoœciowych, która je wyprodukuje, mówi³ - wraz z wiceministrem spraw wewnêtrznych i administracji Tomaszem Zdzikotem - podczas jednego z paneli kongresu Impact fintech'17 w Katowicach, poœwiêconego innowacjom finansowym.
PWPW: nowe e-dowody bêd¹ mog³y mieæ dodatkowe funkcjonalnoœci - Bankier.pl;2017-12-06 20:43;https://www.bankier.pl/wiadomosc/PWPW-nowe-e-dowody-beda-mogly-miec-dodatkowe-funkcjonalnosci-4044174.html;Zdzikot podkreœli³, ¿e dowód osobisty z warstw¹ elektroniczn¹ jest przygotowywany wspólnie z Ministerstwem Cyfryzacji i Ministerstwem Zdrowia. Bêdzie to narzêdzie umo¿liwiaj¹ce bezpieczn¹ identyfikacjê elektroniczn¹, dokonywanie operacji i us³ug w kontaktach z administracj¹ publiczn¹, potwierdzanie cyfrowej to¿samoœci czy te¿ potwierdzanie prawa do œwiadczeñ opieki zdrowotnej.
PWPW: nowe e-dowody bêd¹ mog³y mieæ dodatkowe funkcjonalnoœci - Bankier.pl;2017-12-06 20:43;https://www.bankier.pl/wiadomosc/PWPW-nowe-e-dowody-beda-mogly-miec-dodatkowe-funkcjonalnosci-4044174.html;Przy ka¿dym odczytaniu dowodu (poprzez przy³o¿enie do czytnika) wiarygodnoœæ nawi¹zania komunikacji potwierdzana bêdzie numerem identyfikacyjnym - zapisanym kodem kreskowym na blankiecie. Uniemo¿liwi to nieautoryzowane odczytanie danych np. przenoœnym czytnikiem w t³umie.
PWPW: nowe e-dowody bêd¹ mog³y mieæ dodatkowe funkcjonalnoœci - Bankier.pl;2017-12-06 20:43;https://www.bankier.pl/wiadomosc/PWPW-nowe-e-dowody-beda-mogly-miec-dodatkowe-funkcjonalnosci-4044174.html;Zdzikot akcentowa³, ¿e dziêki mo¿liwoœci potwierdzania powszechnym dowodem z warstw¹ elektroniczn¹ to¿samoœci on-line mo¿liwe bêdzie faktyczne upowszechnienie nowoczesnych rozwi¹zañ cyfrowych. W przypadku domowego komputera potrzebny bêdzie do tego odpowiedni czytnik, jednak - jak przypomnia³ Malicki - koszt najtañszych z nich to obecnie kwota rzêdu 25 z³.
PWPW: nowe e-dowody bêd¹ mog³y mieæ dodatkowe funkcjonalnoœci - Bankier.pl;2017-12-06 20:43;https://www.bankier.pl/wiadomosc/PWPW-nowe-e-dowody-beda-mogly-miec-dodatkowe-funkcjonalnosci-4044174.html;Dowód stanie siê swego rodzaju kluczem umo¿liwiaj¹cym poruszanie siê w systemach dziedzinowych, np. w indywidualnych dziœ systemach opieki zdrowotnej, ale te¿ np. w bibliotekach czy szeregu innych miejsc, gdzie znajdzie siê koñcówka umo¿liwiaj¹ca odczytanie dowodu. Udostêpnimy jako wytwórca stosowne biblioteki tym, którym bêdzie to potrzebne do nawi¹zania wspó³pracy z innymi systemami, ale ich adaptacja bêdzie po stronie zainteresowanych - zastrzeg³ cz³onek zarz¹du PWPW.
PWPW: nowe e-dowody bêd¹ mog³y mieæ dodatkowe funkcjonalnoœci - Bankier.pl;2017-12-06 20:43;https://www.bankier.pl/wiadomosc/PWPW-nowe-e-dowody-beda-mogly-miec-dodatkowe-funkcjonalnosci-4044174.html;Odpowiadaj¹c na pytanie publicznoœci Zdzikot wyjaœni³, ¿e przygotowywane przez resort cyfryzacji rozwi¹zanie mDokumentów, zak³adaj¹ce m.in. dowód w telefonie, bêdzie nadal sprowadza³o siê do potwierdzania to¿samoœci. Dowód z warstw¹ elektroniczn¹ bêdzie mia³ natomiast kilka innych funkcjonalnoœci, np. sk³adania oœwiadczeñ woli, potwierdzenia odbycia œwiadczenia czy wyra¿enia zgody na dostêp do dokumentacji medycznej.
PWPW: nowe e-dowody bêd¹ mog³y mieæ dodatkowe funkcjonalnoœci - Bankier.pl;2017-12-06 20:43;https://www.bankier.pl/wiadomosc/PWPW-nowe-e-dowody-beda-mogly-miec-dodatkowe-funkcjonalnosci-4044174.html;W tym kontekœcie Malicki zaznaczy³, ¿e bêdzie to rozwi¹zanie absolutnie elastyczne. Ka¿dy pomys³, który przyjdzie ka¿demu do g³owy, przy którym bêdzie mo¿na wykorzystaæ to¿samoœæ cyfrow¹ bêdzie móg³ mieæ zastosowanie. Czy to bêdzie usprawnienie procesów sprzeda¿y przez internet, czy sk³adanie szeregu wniosków w ró¿nych sprawach - dowód bêdzie móg³ s³u¿yæ - podkreœli³.
PWPW: nowe e-dowody bêd¹ mog³y mieæ dodatkowe funkcjonalnoœci - Bankier.pl;2017-12-06 20:43;https://www.bankier.pl/wiadomosc/PWPW-nowe-e-dowody-beda-mogly-miec-dodatkowe-funkcjonalnosci-4044174.html;Dowód z warstw¹ elektroniczn¹ bêdzie zawiera³ w tej warstwie te¿ czêœæ pust¹, która jest zaplanowana do wype³nienia w kolejnych etapach. To bêdzie ta czêœæ, która nie bêdzie szczególnie chroniona i bêdzie mog³a mieæ wielorakie zastosowanie. Wype³nienie tej czêœci bêdzie mo¿liwe do wykorzystania przez np. podmioty komercyjne, które zaproponuj¹ rzeczy przydatne dla obywateli. Chcielibyœmy doprowadziæ te¿ do sytuacji, w której to obywatel bêdzie decydowa³, czym chce wype³niæ tê czêœæ - zaznaczy³ przedstawiciel PWPW.
